Profession_classification,company_name,work_name,requirements,104_url,area,education,industry,seniority,number_of_applicants,salary,company_size,area_district,number_of_applicants_level,education_specialist,education_none,education_University,education_high_school,education_low_high_school,education_phd,education_master,month_salary_classfication,year_salary_classfication,time_salary_classfication,element_salary_classfication,max_salary,mix_salary,company_area
18,力碁科技服務股份有限公司,﹝畜牧部﹞動物飼養員-112,"1.羊隻飼養
2.環境整理
3.羊隻放牧、遷移、牽引驅趕
4.生物安全管理
5.設備維護、損壞通報
6.案場環境紀錄
7.其他臨時交辦事項",//www.104.com.tw/job/7y0jb?jobsource=joblist_morej,屏東縣,專科,電力機械器材製造修配業,1年以上,0~5人應徵,"月薪30,000~40,000元",90.0,佳冬鄉,1,1,0,0,0,0,0,0,1,0,0,0,40000.0,30000.0,屏東縣佳冬鄉佳和路218號及鄰近案場
9,精準環境股份有限公司,環境檢測業專家顧問,"精準環境是一間創立超過30年的知名環境檢測企業，正追求管理與業務模式升級，提供展現才華的機會，共同打造有活力，氣氛輕鬆，積極互助，持續成長的企業文化

1.負責公司業務發展規劃，協助找尋新的發展機會

2.規劃及審核公司各項管理制度，提升經營管理效率

3.管控各專案進度，確保各專案符合時程規劃

4.孰悉環保行業，具採樣、專案、QA/QC等經驗者優先考慮

5.其他主管交辦事項

★重視人才栽培發展★
公司提供完整的教育訓練，包含現場採樣、客戶應對、採樣紀錄、設備使用等，協助打造全方位發展人才
",//www.104.com.tw/job/7p4js?jobsource=jolist_b_date,台北市,大學,環境衛生及污染防治服務業,3年以上,0~5人應徵,"月薪60,000~70,000元",80.0,內湖區,1,0,0,1,0,0,0,0,1,0,0,0,70000.0,60000.0,台北市內湖區行愛路77巷16號3樓
6,老新台菜/永心鳳茶/心潮飯店_老新餐飲有限公司,［永心鳳茶］台北-廚藝人員$38000-$40000,"1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作。
2.協助廚師測量食材的容量與重量。
3.依照客人的點單，準備不同菜色所需要的食材。
4.於出菜時負責菜餚擺盤或調整份量之工作。
5.確保所負責類別的食品均符合衛生管理的規定。

工作地點：台北市中山區(新光南西店)/信義區(微風信義店、微風南山店)",//www.104.com.tw/job/75kg4?jobsource=jolist_d_date,台北市,高中以下,餐館業,1年以上,0~5人應徵,"月薪38,000~40,000元",400.0,信義區,1,0,0,0,0,1,0,0,1,0,0,0,40000.0,38000.0,台北市信義區/中山區
5,竹桓股份有限公司,Cleanup日本進口廚具業務專員（台南展示中心）,"竹桓（股）公司為Cleanup日本第一名廚之台灣代理商，具備專業及豐富的經驗及訓練系統，已在台深耕市場逾十年並在日系廚具市場中佔有極高市佔率，與各大建設公司及知名設計師長期合作，深獲市場及客戶肯定與支持，全台各縣市設有經銷商及中國上海海外分公司，業績穩定且大幅成長，為拓展服務更多的客戶，本公司擴大編制，將於8月下旬至9月間開幕成立台南展示中心，歡迎有經驗、有能力的您加入竹桓一同成長打拼，成就自我，享受成功豐碩的成績！

［工作內容］
1.客戶經營與開發。
2.產品介紹與銷售。
3.產品規劃與報價。
4.訂單處理與帳款回收。
5.客戶關係維護與客訴處理。
6.了解市場動態與競爭對手。
7.完成主管所交辦之任務及達成公司所設定之目標。

［制度福利］
1.公司制度福利健全，符合勞基法。
2.升遷管道完善，發展潛力機會多。
3.提供員工制服，宿舍，公務車，手機及享有購車及油資津貼。
4.高額獎金(新開發獎金.高毛利獎金.業績獎金)及中秋.年終獎金。
5.工作環境佳，同事相處融洽。
6.提供專業職前訓練，著重人才培育與教育。",//www.104.com.tw/job/7oc67?jobsource=jolist_a_date,台南市,大學,建材／傢俱批發業,經歷不拘,0~5人應徵,"月薪30,000~38,000元",50.0,北區,1,0,0,1,0,0,0,0,1,0,0,0,38000.0,30000.0,台南市北區西門路三段260號
6,JIT快速剪髮屋_唯美快速剪髮屋,美髮培訓生-新竹竹北店,"1.本科系畢或一年以上沙龍助理經驗(有染、洗髮基礎)，但缺乏實務經驗者。
2.保障基本薪資。（依勞基法最低薪資調整）
3.享有就保或勞健保。每月彈性休假8天平日，含特休假及12天國定假日。
4.享有中秋禮金、生日禮金、開工紅包、結婚禮金、年終紅包。
5.每月績效獎金。
6.享有每季聚餐、員工旅遊等。
7.需接受公司培訓課程，自105年1月份開始：
7.1上課時間每週一次，每次8小時（不含用餐時間），課程另收費(不含教材工具)",//www.104.com.tw/job/4y8rt?jobsource=jolist_a_date,新竹縣,學歷不拘,美髮業,經歷不拘,0~5人應徵,"月薪26,400元",450.0,竹北市,1,0,1,0,0,0,0,0,1,0,0,0,,26400.0,新竹縣竹北市光明六路89號124室
4,美商路銤德股份有限公司台灣分公司,ProjectAssistant/Manager,"專案管理--掌握客戶需求及產品開發進度,協調組裝廠安排試產,在客戶、RD、外包廠商之間溝通協調

發光鍵盤背光模組機構輔助–協助部分2D圖面整理(需使用AutoCAD)

Sourcing–尋找並導入新材料或新供應商",//www.104.com.tw/job/7jk9r?jobsource=jolist_d_date,新竹縣,專科,光電產業,經歷不拘,0~5人應徵,nan,nan,竹北市,1,1,0,0,0,0,0,0,0,0,0,0,,,新竹縣竹北市中和街62巷17弄1號3樓
9,港香蘭藥廠股份有限公司,儀器分析工程師-質譜,"1.操作HPLC,GC/MS,LC/MS,ICP/MS等儀器分析
2.實驗相關文件撰寫,記錄及實驗數據整理
3.儀器設備驗證與維護。
4.工作內容符合ISO17025實驗室品質系統規範,協助申請及執行認證測試方法
5.他項主管交辦事項",//www.104.com.tw/job/7ycvo?jobsource=jolist_b_date,台南市,專科,藥品製造業,1年以上,11~30人應徵,"月薪30,300~33,300元",200.0,永康區,3,1,0,0,0,0,0,0,1,0,0,0,33300.0,30300.0,台南市永康區
3,中租控股_中租迪和股份有限公司,【銀角零卡】審查人員（台北受訓，駐點台中）,"【工作內容】
1.負責國內外企業授信風險相關審查作業，並撰寫風險評估報告。　
2.供應商定期檢視並出具評估報告。
3.其他交辦事項。

※為充分培養審查人員需具備的知識與能力，正式於台中駐點前，將先在台北接受1個月的專業訓練。

【國內先買後付第一品牌-銀角零卡】
中租控股旗下仲信資融於2018年領先市場推出APP分期後支付工具「中租零卡分期」，提供消費者免綁信用卡、免儲值、免綁銀行帳戶、免年費的彈性付款方式，並成功串聯破萬線上與線下商家。2022年中租零卡分期轉型成為「zingala銀角零卡」，新品牌將延續零卡分期的創新精神，藉由「小額便利支付，大額隨手分期」，提供更貼近用戶生活場域的先買後付（BNPL）新世代分期消費方式。

※想了解更多關於銀角零卡的資訊，請上https://www.zingala.com",//www.104.com.tw/job/7w8sb?jobsource=jolist_b_date,台中市,大學,其他金融及輔助業,2年以上,6~10人應徵,nan,員工1400人,北屯區,2,0,0,1,0,0,0,0,0,0,0,0,,,台中市北屯區文心路三段447號9樓
4,鮮食家_家庭雲端股份有限公司,電商平台PM助理,"1.電商平台商品上架及維護（包含但不限於PChome、momo、蝦皮、東森等各大電商通路）
2.與通路PM窗口對接聯繫，規劃並安排活動執行
3.通路商品庫存控管，確保庫存流轉暢通、減少浪費情況
4.數據匯總整理與洞察，並提出改善建議協助落地執行
",//www.104.com.tw/job/7vpev?jobsource=jolist_b_date,台北市,專科,網際網路相關業,1年以上,11~30人應徵,"月薪30,000~33,000元",27.0,大安區,3,1,0,0,0,0,0,0,1,0,0,0,33000.0,30000.0,台北市大安區忠孝東路四段218號13樓(近捷運忠孝敦化站)
4,YITENG_以登企業有限公司,誠徵美容美髮業務/可兼職,"徵北中南美容儀器業務
具保養品業務經驗-保障底薪+高額獎金獎勵
1.入店美容產品專業知識講解與銷售。
2.需陌生開發為優先並定期拜訪客戶，維繫穩定客戶關係。
3.美容技術示範講解，提供專業的健康與美容諮詢。
4.開朗大方、應對能力佳、儀容整齊具企圖心與團隊合作的態度。
5.或代理商都可洽談",//www.104.com.tw/job/4t6ga?jobsource=jolist_c_date,台南市,高中,美容／美體業,1年以上,0~5人應徵,"月薪26,400~32,000元",nan,安南區,1,0,0,0,1,0,0,0,1,0,0,0,32000.0,26400.0,台南市安南區安通路四段46號
5,台灣屈臣氏個人用品商店股份有限公司,419-門市正職人員-台中市潭子區,"身為引領時尚潮流的藥妝產業一員
你比任何人都更追求美麗的第一手資訊
及健康趨勢的市場脈動
也要將這份熱情感染給你所服務的每一位顧客
讓他們也可以跟你一樣LookGood,FeelGreat
同時也要讓顧客可以感受到專屬於他的完美購物體驗
因此你和其他的團隊成員們身負重任
要確保門市所有的營運流程及時與正確的完成
除了定期及例行工作之外
你還需要能主動思考並用更聰明簡捷的工作方式
才能讓我們可以超越顧客的期待
另外善用好奇心及主動學習
可以讓你有跳躍式的成長與進步
而迅速及有效行動力
將會讓你在屈臣氏能得到更多的成就",//www.104.com.tw/job/7ytz0?jobsource=jolist_d_date,台中市,高中,百貨相關業,經歷不拘,0~5人應徵,"月薪27,200元",nan,潭子區,1,0,0,0,1,0,0,0,1,0,0,0,,27200.0,台中市潭子區勝利路213號
8,根基營造股份有限公司,助理工程師/現場工程師（台61後龍大橋)-歡迎社會新鮮人,"1.執行公共工程品質查驗。
2.品質文件管理。
3.現場管理事務。
4.文書處理。
5.主管交付業務。
",//www.104.com.tw/job/7lshp?jobsource=jolist_a_date,苗栗縣,專科,其他營造業,經歷不拘,0~5人應徵,"月薪32,000~45,000元",500.0,後龍鎮,1,1,0,0,0,0,0,0,1,0,0,0,45000.0,32000.0,苗栗縣後龍鎮
5,汰汰泰式料理_竹汰股份有限公司,汰汰熱炒淡水店外場正職(月休9-10天),"工作內容

餐飲服務生
1.負責跑單、擺盤、送餐及聯繫內外場之工作。
2.負責客人帶位、倒水、點餐等工作。
3.於客人用餐完畢後，負責收拾碗盤與清理環境。
4.進行簡易餐飲之料理，如：烤土司或調配飲料等。
5.負責結帳、收銀之工作。
6.負責全店的打掃與清理，時而進行環境布置。
7.完成主管交代事宜。",//www.104.com.tw/job/7y566?jobsource=jolist_a_date,新北市,學歷不拘,餐館業,經歷不拘,0~5人應徵,"月薪30,000~34,000元",nan,淡水區,1,0,1,0,0,0,0,0,1,0,0,0,34000.0,30000.0,新北市淡水區中山北路二段383號3樓汰汰泰式熱炒門市
10,禾聯碩股份有限公司,南港倉管人員,"1.負責原料、物料、庫存和成品的供給和配送。
2.配合產品出貨需求，安排備料及包裝等相關出貨作業。",//www.104.com.tw/job/7w9zu?jobsource=jolist_b_date,台北市,高中,光電產業,經歷不拘,6~10人應徵,"月薪27,000~28,000元",621.0,南港區,2,0,0,0,1,0,0,0,1,0,0,0,28000.0,27000.0,台北市南港區成功路一段22號
10,一週二次蔬食股份有限公司,小小樹食(Curious)內場儲備幹部有餐飲經驗（中山）,"工作內容
須具有1年以上餐飲內場獨立作業的經驗與能力
1.將食材依照廚師要求進行切片、切塊或切末等備料的工作
2.進行擺盤的動作
3.工作區域和設備的清潔以及保養
4.將食材清洗並做簡單的處理備用
5.根據顧客的點單進行烹調
6.清理以及保養設備
7.依據餐單準備相關的食材",//www.104.com.tw/job/7z2si?jobsource=jolist_c_date,台北市,高中,餐館業,2年以上,0~5人應徵,"月薪38,000元以上",40.0,中山區,1,0,0,0,1,0,0,0,1,0,0,0,,38000.0,台北市中山區
5,新譯漢方有限公司,【高雄】漢神本館門市專櫃人員｜品牌漢藝師,"Hi，首先感謝你對新譯漢方門市職缺的興趣！

新譯漢方，如其名，是用創新方式重新演繹傳統漢方的公司。
透過漢方食品、保養品、文化體驗等方式
我們希望讓總是被認為很古早、苦澀的漢方
以創新的質感及風味樣貌，參與人們的生活日常

作為站在品牌最前線的門市人員，我們希望你也內建創新思維，並具備以下特質：
1.對漢方草本感興趣，願意探索公司漢方產品的新吃／玩法
2.享受在工作中持續成長，不排斥學習新知、改變舊習
3.真誠且熟悉人際溝通技巧，喜歡認識新朋友
4.有自信能提供最佳客服體驗，不斷精進服務及互動的品質
5.觀察入微，能洞察客人的真實需求及百貨業的新趨勢

我們有明確透明的獎金體系、紮實的教育訓練、完善的休假制度，與各式員工福利，希望能找到志同道合的你一起努力，讓客人因為新譯漢方的產品，生活更加健康美好。


【詳細工作內容】

◆顧客服務＆銷售
1.品牌理念推廣，招募新客加入會員及官方Line
2.產品諮詢服務，洞察顧客需求、提供解決方案
3.門市收銀結帳，確保每一筆帳務的正確性
4.會員資料管理、提供售後服務（訂單查詢、追蹤、客訴處理、聯繫關心）
5.達成每月業績／績效目標，為公司創造收益，也為自己贏得獎金！

◆店務營運
1.門市商品進銷存管理
2.門市空間清潔、維持環境整潔
3.根據顧客所需，適時改善商品陳列佈置
4.依據檔期需求，適當更動門市陳列佈置


我們重視站在品牌最前線的門市人員
薪資待優，除底薪外，另加個人/團體業績獎金、產品銷售分潤抽成
每月薪資平均落在30,000左右
並依據年度業績表現，提供年終獎金及各式福利
歡迎有熱情的夥伴加入新譯團隊，一起為公司及自己挑戰更高收益！",//www.104.com.tw/job/6ido2?jobsource=jolist_b_date,高雄市,專科,食品什貨批發業,1年以上,0~5人應徵,"月薪26,400~34,000元",10.0,前金區,1,1,0,0,0,0,0,0,1,0,0,0,34000.0,26400.0,高雄市前金區成功一路266-1號
3,奔騰雲創有限公司,會計出納專員,"主要職責：負責公司與經銷日常及專案帳務處理、出納…等工作
1.處理結帳、審核、匯款、立帳、收付款、銷帳等行政作業
2.執行現金收付作業、擅長跨部門溝通
3.協助辦公室行政庶務工作
4.其他主管交辦事項
5.能配合公司彈性調度",//www.104.com.tw/job/7ssp0?jobsource=jolist_c_date,台北市,高中,電腦軟體服務業,2年以上,0~5人應徵,"月薪32,000~35,000元",nan,大安區,1,0,0,0,1,0,0,0,1,0,0,0,35000.0,32000.0,台北市大安區敦化南路一段205號6樓之5(電梯請按7樓705室)
5,幸福家事業有限公司,挑戰年薪300萬-儲備店長【幸福家不動產】,"1.不動產買賣/租賃仲介服務
2.不動產市價評估
3.不動產投資理財諮詢
4.不動產電腦行情查詢
5.成交客戶售後服務
6.具有管理職經驗


★★幸福家不動產事業敬邀您加入★★


◆幸福家不動產在廣告方面是業界少有的優勢，廣告量大、成交快速、廣告版面、ＤＭ海報無限量供應，為您建構最佳優勢環境。


◆本公司福利佳，每季皆獎勵公司同仁國內旅遊/年度國外旅遊。


◆本公司持續擴點中，因此，急需優秀人才加入我們的團隊，
　成為未來的幹部，歡迎有志菁英共襄盛舉。


　★★凡對房地產有興趣者歡迎您加入我們-幸福家不動產加盟店★★


◆本公司團隊
房地產買賣的金額，從數百萬到上億，佣收報酬亦相當驚人！只要您願意努力打拼，決不輸自己創業。我們需要好人才，建立精英團隊。",//www.104.com.tw/job/6p653?jobsource=jolist_b_date,台南市,高中,不動產經營業,4年以上,0~5人應徵,"年薪3,000,000元以上",1000.0,佳里區,1,0,0,0,1,0,0,0,0,1,0,0,,3000000.0,台南市佳里區開元路291號
5,亞太國際專利商標事務所,智權業務助理,"1.支援主管專案客戶需求回應、追蹤與後續管理
2.處理專利或商標案件行政程序、期限控管、專案管理
3.推廣智權專業知識與客戶協調溝通
4.主管交辦事項
",//www.104.com.tw/job/6oe64?jobsource=jolist_d_date,新北市,專科,法律服務業,經歷不拘,0~5人應徵,"月薪28,000~38,000元",56.0,汐止區,1,1,0,0,0,0,0,0,1,0,0,0,38000.0,28000.0,新北市汐止區新台五路一段99號22樓之12
3,台新金控_台新國際商業銀行股份有限公司,〔個金〕分行存匯專員(新竹),"1、一般收付作業及銀行商品推廣、轉介
2、具金融產品櫃檯存匯經驗或銷售經驗者
",//www.104.com.tw/job/7k64j?jobsource=jolist_b_date,新竹縣,大學,銀行業,經歷不拘,6~10人應徵,"月薪35,000~40,000元",10000.0,竹北市,2,0,0,1,0,0,0,0,1,0,0,0,40000.0,35000.0,新竹縣竹北市竹北市自強南路180號
9,台灣歐陸檢驗科技股份有限公司,10_認證專案工程師(新北中和),"1-熟悉IEC62368-1、IEC60601-1、IEC62133、IEC60825、IEC62471法規者尤佳。
2-IECEE/UL安規案件執行和審查。
3-支援業務及客戶端之技術問題。
4-研讀安規相關法規並應用之。
5-管理與產品安規有關之工作過程與結果資料。
6-執行工廠檢驗和測試目擊。
7-上班地點：新北市中和區_北美國家安規認證(遠東世紀廣場科學園區)",//www.104.com.tw/job/78lla?jobsource=jolist_a_date,新北市,專科,檢測技術服務,經歷不拘,0~5人應徵,nan,1000.0,中和區,1,1,0,0,0,0,0,0,0,0,0,0,,,新北市中和區中正路716號18樓
4,台灣米高蒲志國際股份有限公司,BrandManager,"•	Strongbrandawareness
•	Marketleader

AboutOurClient
Ourclientisastrongmarketleaderinitscategory.Theydeliverthesustainableandinnovativesolutionstotheircustomers,communitiesandtheplanet.TheyarenowlookingforaBrandManagerandoverseetheirbrandmanagementinTaiwan.

JobDescription
•	Overallbusinessstrategyandleadcrossfunctiontoachievebusinessgoal
•	P&Lmanagementanddriveprofitbyimprovingproductmix
•	Portfolio/projectmanagement:Identifyportfolioopportunitythruanalysis,manageandco-ordinateassignedportfolioofNPDprojectsandensureexecutionandtimelydelivery,toseizewhitespaceopportunitywithoptimizedportfolio
•	Campaigndevelopmentandmanagement:LeadATLorBTLcampaignandensureeffectiveexecutionbyworkingwithexternalagency&internalcrossfunctionalpartners,particularlysales,supplychain,andFinance
•	Understandconsumerandmarketinsights,enhancethebrandtopofmindawarenessandconsiderationthroughbrandbuildingandcommunicationsinitiatives
•	Localizeglobalmaterialsandcontentstodeployfuturetrend
•	Co-workwithR&Dandsupplychaintobuildupfutureinnovationpipeline

What'sonOffer
•	Competitivesalarypackageandfringebenefit
•	Greatcompanyculturewithflexibility
•	Promisingcareerdevelopment",//www.104.com.tw/job/7yvw9?jobsource=jolist_a_date,台北市,大學,人力仲介代徵,5年以上,0~5人應徵,nan,nan,信義區,1,0,0,1,0,0,0,0,0,0,0,0,,,台北市信義區
12,18PARK_光澤國際有限公司,燈具安裝學徒(新竹),"想學習有志氣有恆心，想學一技之長、尋求吃苦耐勞的員工，公司評估安排上課及考取執照。
燈具安裝施工
送貨配送服務",//www.104.com.tw/job/5mjlf?jobsource=jolist_b_date,新竹縣,學歷不拘,百貨相關業,經歷不拘,0~5人應徵,"月薪27,000~38,000元",50.0,竹北市,1,0,1,0,0,0,0,0,1,0,0,0,38000.0,27000.0,新竹縣竹北市(依照公司規定分派)
5,王品餐飲股份有限公司,陶板屋台南勝利店-大廳見習襄理,"陶板屋台南勝利店

誠徵：大廳見習襄理
工作內容：現場顧客服務、外場營運協助等。
需求人數：3人
工作時段：10:30~14:30及17:00~22:00
(依營運需求彈性排班,工作時間面試詳洽)
學/經歷：高中職以上畢業,具服務熱忱。",//www.104.com.tw/job/4jst3?jobsource=jolist_a_date,台南市,高中,餐館業,經歷不拘,0~5人應徵,"月薪34,400~37,400元",9000.0,東區,1,0,0,0,1,0,0,0,1,0,0,0,37400.0,34400.0,台南市東區勝利路118號2樓
5,PhoenixCoffee&Tea鳳咖啡_谷威有限公司,PHOENIX鳳咖啡儲備幹部,"鳳咖啡誠徵儲備幹部，請提供完整履歷、照片、自傳

我們會主動跟你聯絡，未錄取者恕不另行通知
符合下列條件者，歡迎應徵～

1.鳳咖啡是一個持續成長中的團隊
請努力跟上，並做出貢獻
在通過公司考核出杯之前，主要工作是：執行每日開閉店流程、服務、銷售、機器保養、協助咖啡豆出貨、環境清潔、庫存管理、主管交辦事項……
2.需要有責任感，能以身作則，願意付出，不自私
3.無經驗可，只要有團隊觀念，正面的工作態度，和基本自我要求
4.認同公司理念，願意接受培訓，不把情緒帶到工作，能溝通協調，不自我設限
5.養成一個專業，需要長時間努力且正確、專注的練習
所以謝絕短期，也不適合只想學咖啡的學員哦～
6.具連鎖咖啡品牌主管經驗三年以上者，薪資另議
7.歡迎相關科系、應屆畢業生",//www.104.com.tw/job/5dt84?jobsource=jolist_a_date,台北市,專科,飲料店業,經歷不拘,0~5人應徵,"月薪28,000~35,000元",7.0,中山區,1,1,0,0,0,0,0,0,1,0,0,0,35000.0,28000.0,台北市中山區吉林路323號
13,華嶸精密機械股份有限公司,機械設計助理,"1、3D與2D機械製圖

2、協助排除生產線之問題

3、上級指派任務等。

發展遠景：

1.華嶸集團因應市場發展迅速擴大編制，願高薪誠聘對於機械設計工作具備熱情，願意挑戰自我有志之士加入我們的行列。

2.完善教育訓練協助新人順利進入狀況。",//www.104.com.tw/job/6h5ww?jobsource=jolist_a_date,台南市,專科,通用機械設備製造修配業,經歷不拘,0~5人應徵,"月薪30,000元以上",nan,西港區,1,1,0,0,0,0,0,0,1,0,0,0,,30000.0,台南市西港區慶安里中州21之6號
15,衛斯特生技股份有限公司,產品經理,"1.	保健食品諮詢、Q&A建立
2.	產品教育訓練課程規劃、授課以及教案製作
3.	協助製作產品相關文宣物品及刊物
4.	保健食品市場調查與分析，提供營養諮詢服務及產品搭配建議
5.	熟悉保健食品之上品標示相關規定，食品法規
6.	配合公司相關部門出差辦活動
7.	其他部門主管交辦的任務",//www.104.com.tw/job/7ymsg?jobsource=jolist_b_date,新北市,大學,食品什貨批發業,3年以上,0~5人應徵,nan,員工5人,林口區,1,0,0,1,0,0,0,0,0,0,0,0,,,新北市林口區文化一路一段208號5樓
4,香奈兒有限公司,ProductExecutive,"KeyResponsibilities:

•ToassistontheCollectionBuy
OperationalandanalyticalaspectsaswellasprovidemarketsupportduringtheBuy
-AssistwiththepreparationofBuyprocess
-PreBuyReportspreparation(Sell-Through,Sizing,andBIreports)
-Coordinateandconsolidatedifferentanalysistosupportmerchandiser,suchasbuyingrecommendationreports,LocalPostBuymaterialspreparation…etc.
-CollectionOpenToBuybyboutiquecheck&uploadtosystem

•ToassistBeforeandAfterCollectionLaunch
AsaCatalystforthebusinesstosupportandensureefficientandeffective
communicationwithbusinesspartners
-SupportMerchandisingPlanningstrategiesaroundcollectionlaunchneeds.
-SupportMerchandisingBuyingteamon
-Shipmenttracking:updateglobalcancellationandcollectFeedbackanddecision
-CustomerRequest:OrdertrackingandliaisewithRegionalorGlobalforstock
transferactionsonaregularbasis
-Business&Sales:executionandimplementationofstockrebalancing/reallocation
with-inBTQs,Intercompanytransferin/outmanagementandtrackingbaseon
businessdecision,supportthemerchandisingendtoendprocess
-InternalEvent:supportonworkflow
-CoordinateandexecuteBusinessPartner'sNeeds
-RetailTeam:Gatherregularproduct/customers'insights,andassistinBTQ
productquestions
-VMteam:Windowdisplay,SpecialAnimationimplementationandNew
DistributionOpen
-MarketingandSEteam:MajoreventsandBTQCRMactivities
-PRteam:CommunicationandCelebrityactions
-Cassteam:qualityissueandproductinquiries

•Reportsmaintenanceandformation
-ExecuteWeekly/MonthlyandadhocReports,analyzingsalesdataatMarketlevel
-InternalToolsandSystemstobefamiliar

•Administrativematers
-Organizeandcoordinatemeetings,businessconferences&events

PersonSpecifications:

Academic/ProfessionalQualifications
•Universityorabove
•MajorinFinanceorBusinessAdministrationwillbeaplus

WorkExperience
•Atleast3yearsofrelevantinFashionLuxuryBrandinMerchandising
•FashionRetailindustrywillbeaplus

RequiredCompetencies
•ProficientinExcel
•Greatsenseofnumbersandstatistics
•Goodcommunicationandorganizationalskills,detail-orientedandreliable.
•Adaptivetoopenedandfast-pacedenvironment.
•Anexcellentteamplayerworkingwithotherteammembersasateamin
supportingtheofficefunctionsandreportingtoManager.
•IntermediatePCskills,abilitytodemonstratetheusageofOutlook,OneDrive,
SharePointandMicrosoftOffice.
•Abletofollowteam’sbestpracticeinordertoensuretheassignmentisdone
accordingtothebusinessdecisions.
•FluencyinEnglish

AtChanel,wearefocusedoncreatinganinclusiveculturethatnurturespersonalgrowth,contributingtocollectiveprogress.Webelievetheuniquenessofeachindividualincreasesthediversity,complementarityandeffectivenessofourteams.Westronglyencourageyourapplication,aswevaluetheperspective,experienceandpotentialyoucouldbringtoCHANEL.",//www.104.com.tw/job/7zh2p?jobsource=jolist_b_date,台北市,大學,百貨相關業,經歷不拘,大於30人應徵,nan,員工700人,信義區,4,0,0,1,0,0,0,0,0,0,0,0,,,台北市信義區松仁路100號39樓
5,怡客咖啡股份有限公司(錸德集團),怡客咖啡-忠杭店正職夥伴【近捷運善導寺站】,"歡迎具咖啡餐飲熱忱與服務業熱忱
並自信活潑大方、喜歡接觸人群的您加入我們的團隊

【您的工作內容如下】
1.吧檯咖啡及飲品製作
2.內場餐點製作(簡易餐點或輕食)
3.結帳與收銀及顧客服務
4.負責清洗咖啡杯、餐具、吧台設備以及周遭工作環境
5.定期盤點剩下的物料，主管交代事項
6.外送服務

【薪資】正職起薪29,500，通過公司晉升考核，薪資即可上調達33,000",//www.104.com.tw/job/7jccb?jobsource=jolist_d_date,台北市,高中,餐館業,1年以上,0~5人應徵,"月薪29,500~33,000元",200.0,中正區,1,0,0,0,1,0,0,0,1,0,0,0,33000.0,29500.0,台北市中正區杭州南路一段8-2號1樓(捷運善導寺站)
4,金源誥國際有限公司,企業永續行銷人員,"我們正在尋找具備企業永續行銷人才，協助企業進行永續溝通與活動。
希望您

1.負責企業行銷專案撰寫規劃與執行
2.具有成功實施企業行銷或永續發展活動的經驗。
3.具有良好的領導能力和團隊合作精神，能夠進行跨部門溝通和協調。
4.對外發布新聞稿與品牌溝通，建立品牌形象
",//www.104.com.tw/job/6w5px?jobsource=jolist_c_date,台北市,大學,工商顧問服務業,5年以上,0~5人應徵,nan,nan,大安區,1,0,0,1,0,0,0,0,0,0,0,0,,,台北市大安區忠孝東路四段218-1號10樓
13,晶賀整合行銷有限公司,大圖輸出後製人員,"【主要工作內容】
1.輸出品後製加工作業
2.輸出機/護貝機簡易操作
3.包裝理貨

【工作要求】
1.抗壓性足，可接受久站，重複性高的工作
2.做事認真負責，樂於團隊合作
3.具輸出後製加工經驗者佳，無經驗亦可，歡迎願意學習的人才加入成為我們的工作夥伴!",//www.104.com.tw/job/68a5c?jobsource=jolist_c_date,新北市,學歷不拘,其他印刷輔助業,經歷不拘,0~5人應徵,"月薪27,000~45,000元",10.0,汐止區,1,0,1,0,0,0,0,0,1,0,0,0,45000.0,27000.0,新北市汐止區福德一路381巷14號
12,鴻成工程顧問有限公司,規劃設計工程師,"1.河川排水整治規劃設計。
2.雨水下水道規劃設計。
3.重劃區排水規劃設計。
4.水利建造物檢查。
5.水庫安全評估規劃",//www.104.com.tw/job/7wqux?jobsource=jolist_c_date,台南市,大學,建築及工程技術服務業,3年以上,0~5人應徵,nan,員工20人,東區,1,0,0,1,0,0,0,0,0,0,0,0,,,台南市東區中華東路2段77號13樓之3
2,森昌有限公司,倉庫行政助理,"1.每日出貨單每日批號建檔Keyin及整理歸檔。
2.每日出貨行政作業：印製貼標及理貨包裝、出貨。
3.協助倉庫進、出貨作業(不定時)。
4.管理零用金異動及撥補作業。
5.協助處理庶務性行政工作，如:整理客戶對帳單、郵局寄件業務處理、公共用品採買。
6.主管及業務交辦事項。",//www.104.com.tw/job/7mqwc?jobsource=jolist_c_date,台北市,高中,醫療器材製造業,1年以上,6~10人應徵,"月薪28,000~33,000元",50.0,松山區,2,0,0,0,1,0,0,0,1,0,0,0,33000.0,28000.0,台北市松山區復興北路369號8樓
5,廣隆昌工程股份有限公司,專案經理(工程專案管理),"1、配合銷售來擬定及管理專案計畫。
2、專案時程及進度控管、追踨。
3、跨部門(設計、製造、工程)溝通協調。
4、專案報表產出、專案執行文件、驗收文件匯整。
6、專案執行期間各支援事項。
7、定期匯報、檢討專案事項給上級。
8、與客戶、業主溝通協調各項工期、交期、驗收等事項。
9、有PMP證照者為佳。
＊具空氣汙染防制工程經歷，薪資可議。
",//www.104.com.tw/job/4wk2u?jobsource=jolist_c_date,台北市,專科,污染防治設備製造修配業,3年以上,0~5人應徵,"月薪45,000~80,000元",55.0,內湖區,1,1,0,0,0,0,0,0,1,0,0,0,80000.0,45000.0,台北市內湖區行善路450號8樓
